XQJ,FW,TKZWHDW,BH,SZDL,ZDMC,JDB,XZQ,ZPWHDW
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0049,禾坑路,禾坑村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0050,禾坑路,禾坑村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0052,百鸽路,信义假日名城,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0053,百鸽路,信义假日名城,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0055,百鸽路,锦绣园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0056,百鸽路,信义实验小学,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_BJ0057,荣华路,菁华园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_BJ0058,荣华路,菁华园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0059,罗岗路,信义荔山公馆,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市宇声广告有限公司（龙岗）,F_BJ0066,龙岗大道辅路,深圳东站①,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市宇声广告有限公司（龙岗）,F_BJ0067,龙岗大道辅路,深圳东站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0068,京南路,龙珠花园后门,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0069,京南路,龙珠花园后门,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,F_BJ0070,京南路,布吉华美工业区,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,F_BJ0071,京南路,布吉华美工业区,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市宇声广告有限公司,F_BJ0072,龙岗大道,龙珠花园②,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_BJ0074,龙岗大道,木棉湾地铁站①,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市宇声广告有限公司（龙岗）,F_BJ0075,龙岗大道,木棉湾地铁站①,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,F_BJ0076,罗岗路,罗岗居委会,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,F_BJ0080,罗岗路,百丽物流中心,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0081,罗岗路,百鸽笼,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0083,育苗路,木棉湾小学,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0087,木棉路,木棉市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0089,沿河路,联美新天地南,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0091,木棉路,木棉京南路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0094,华龙路,翠枫实验学校,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0099,八约一街,大靓市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0100,八约一街,又一村花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0101," ",又一村花园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0102,吉华路,下水径,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0103,吉华路,下水径,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,F_BJ0105," ",中海怡翠,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,F_BJ0106,吉华路,上水径,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,F_BJ0107,布龙路,中海怡翠,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0108,西环路,布吉西环路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0109,西环路,布吉西环路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0110,吉华路,布吉一村,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0111,吉华路,布吉一村,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0112,吉华路,布吉中学,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0114,长吉路,长龙路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0116,布李路,阳光花园后门,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0119,布李路,塘径路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0121,布李路,三联桥,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_BJ0123,联布路,大民厂,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_BJ0124,联布路,三联市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,"深圳市东部广告有限公司(龙岗)",F_BJ0125,联布路,三联市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,"深圳市东部广告有限公司(龙岗)",F_BJ0126,联布路,大民厂,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,"深圳市东部广告有限公司(龙岗)",F_BJ0127,联布路,石头背,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,"深圳市东部广告有限公司(龙岗)",F_BJ0128,联布路,石头背,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0129,布李路,松元头,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0130,布龙路,丽湖花园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0131,布龙路,丽湖花园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,"深圳市东部广告有限公司(龙岗)",F_BJ0132,联布北路,中海怡翠后门,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,"深圳市东部广告有限公司(龙岗)",F_BJ0133,联布北路,中海怡翠后门,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0134,松源路,三联广场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0136,联布北路,万胜商场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0137,联布北路,万胜商场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0138,联布北路,佳华商场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0139,联布北路,佳华商场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0140,中兴路,布吉天虹,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0141,中兴路,布吉天虹,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0142,中兴路,大世纪花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0143,中兴路,大世纪花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0144,布龙路辅路,半岛苑,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,F_BJ0145,布龙路,布吉警署,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0148,布龙路,布吉汽车站,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0149,景芬路,康达尔,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0150,景芬路,康达尔,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0153,景芬路,景芬路口,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0154,景芬路,景芬路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0156,布龙路,东方半岛,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0157,布龙路,东方半岛,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司,F_BJ0158,布龙路,半岛苑,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市东部广告有限公司,F_BJ0159,科技园路,布吉慢城,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_BJ0160,科技园路,布吉慢城,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0162,东西干道,石芽岭公园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0163,东西干道,石芽岭公园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0164,布李路,布吉家禽批发市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,F_BJ0166,秀峰路,卡板厂,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,F_BJ0167,秀峰路,卡板厂,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0171,甘李路,凉帽村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0172,甘李路,甘坑社康中心,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,F_BJ0174,甘李路,甘坑村委,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,F_BJ0176,甘李路,甘坑新村,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0178,布沙路,大芬油画村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0179,布沙路,大芬油画村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0180,布沙路,百门前工业区,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0181,龙岗大道,大芬地铁站②,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0182,龙岗大道,大芬地铁站②,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市宇声广告有限公司（龙岗）,F_BJ0183,龙岗大道,大芬地铁站①,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0185,东西干道,大龙山物流园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0186,东西干道,大龙山物流园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市宇声广告有限公司,F_BJ0187,龙岗大道,荣超花园②,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,F_BJ0188,龙岗大道,荣超花园③,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0192,金洲路,金洲花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0195,三联路,茵悦之生,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0196," ",茵悦之生,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0197,联布北路,三联村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0198,联布北路,三联村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0199,罗岗路,罗岗派出所,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0200,罗岗路,罗岗派出所,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0202,长龙路,布吉长龙新村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市东部广告有限公司（龙岗）,F_BJ0204,荣华路,百合山庄,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0205,荣华路,信义逸翠园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0206,荣华路,信义逸翠园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0207,布龙路,布吉汽车站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0211,石龙路,石龙坑,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市东部广告有限公司（龙岗）,F_BJ0212,无名路,新三村市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,暂无维护单位,F_BJ0217,沿河路,木棉湾总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_BJ0223,龙岗大道,龙珠花园③,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0225,华龙路,翠枫豪园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0227,锦龙路,万科红,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0231,吉华路,布吉中学,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0235,八约二街,细靓总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0236,石龙路,上八约警务室,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0237,石龙路,上八约警务室,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0239,信河大道,丽湖花园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市满意广告有限公司,F_BJ0245,湖西路,可园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市满意广告有限公司,F_BJ0246,湖西路,可园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0252,龙岗大道,木棉湾地铁站②,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司（龙岗）,F_BJ0253,龙岗大道,木棉湾地铁站②,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0255,吉华路,上水径天桥,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0259,西环路,德兴花园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0260,景芬路,布吉慢城总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0262,无名路,青湖山庄总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0263,无名路,青湖山庄总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市宇声广告有限公司（龙岗）,F_BJ0266,无名路,深圳东站东广场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,-,F_BJ0267,场站内,深圳东站西广场,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0268,罗岗路,布吉西湖新村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_BJ0271,文博路,文博宫,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_BJ0273,长山路,长山工业区,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,F_BJ0275," ",中海信科技园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,F_BJ0276," ",中海信科技园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0277,吉政路,布吉国土所,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,-,F_BJ0278,松源路,三联路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市东部广告有限公司,F_BJ0280,龙岗大道,荣超花园⑤,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0288,吉华路,上水径天桥,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,-,F_BJ0291,场站内,深圳东站西广场,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0292,无名路,布吉阳光花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,-,F_BJ0294,布吉路,布吉联检站（关外）,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0295,信河大道,上水花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,暂无维护单位,F_BJ0296,无名路,深圳东站东广场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,F_BJ0297,青苗路,吉盛昌工业区,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0298,育苗路,吉盛昌工业区,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,-,F_BJ0299,罗岗路,银龙汽配城总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,-,F_BJ0300,罗岗路,银龙汽配城总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0301,吉政路,不动产布吉登记所,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市满意广告有限公司,F_BJ0302,红棉路,港华高科技园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市满意广告有限公司,F_BJ0303,红棉路,港华高科技园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0306,吉华路,上水径地铁站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0307,秀峰路,红晟市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,F_BJ0308,秀峰路,红晟市场,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0309,木棉路,木棉京南路口,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0310,沿河路,联美新天地南,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0311,育苗路,木棉湾小学,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,F_BJ0312,甘李路,甘坑村委,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0313,甘李路,甘坑社康中心,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0314,甘李路,凉帽村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,F_BJ0315,甘李路,秀峰工业区,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司,F_BJ0316,甘李路,秀峰工业区,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0317,信河大道,上水花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0318,木棉路,木棉市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司,F_BJ0319,新龙路,新三村市场,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0320,长龙路,布吉长龙新村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司,F_BJ0321,甘李路,甘坑新村,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0322,布李路,布吉家禽批发市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0324,布李路,松元头,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0325,松源路,三联广场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,F_BJ0327,布李路,三联桥,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,F_BJ0328,布李路,塘径路口,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,F_BJ0329,无名路,阳光花园后门,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,西侧,深圳市海纳百川广告有限公司,F_BJ0330,长龙路,长龙路口,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,北侧,深圳市海纳百川广告有限公司（龙岗）,F_BJ0331,八约一街,大靓市场,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0333,文博路,清湖山庄总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0334,文博路,清湖山庄总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,暂无维护单位,F_BJ0335,长山路,长山工业区,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,暂无维护单位,F_BJ0336,文博路,文博宫,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0337,罗岗路,布吉西湖新村,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,-,F_BJ0338,罗岗路,布吉加洲花园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0339,景芬路,布吉慢城总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市东部广告有限公司（龙岗）,F_BJ0340,西环路,德兴花园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,暂无维护单位,F_BJ0341,信河大道,丽湖花园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0342,八约二街,细靓总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0343,华龙路,翠枫实验学校,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,南侧,深圳市天地杰文化传播有限公司,F_BJ0344,华龙路,翠枫豪园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0345,华龙路,翠枫豪园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,暂无维护单位,F_BJ0346,华龙路,翠枫豪园总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0347,政清路,布吉街道办,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,暂无维护单位,F_BJ0348,沿河路,木棉湾总站,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0349,百鸽路,百合星城北,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,西侧,深圳市天地杰文化传播有限公司,F_BJ0350,百鸽路,百合星城北,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市天地杰文化传播有限公司,F_BJ0351,西环路,德福花园,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,北侧,深圳市天地杰文化传播有限公司,F_BJ0352,西环路,德福花园,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,东侧,深圳市宇声广告有限公司（龙岗）,F_BJ0353,龙岗大道,大芬地铁站①,布吉,龙岗,深圳市海波广告公司
龙岗交通运输局,东侧,深圳市宇声广告有限公司,F_BJ0354,龙岗大道,荣超花园①,布吉,龙岗,深圳市海波广告有限公司
龙岗交通运输局,南侧,深圳市东部广告有限公司,F_BJ0355,布龙路,布吉警署,布吉,龙岗,深圳市海波广告有限公司
